case_id,label time,label flo,label anomalo
N59642,R,R,R
N59810,R,R,R
N59917,R,R,R
N60280,R,R,R
N60512,R,R,R
N60560,R,R,R
N60790,R,R,R
N60828,R,R,R
N60940,R,R,R
N61116,R,R,R
N62325,R,R,R
N62464,R,R,R
N62573,R,R,R
N63046,R,R,R
N63824,R,R,R
N64064,R,R,R
N65655,R,R,R
N66043,R,R,R
N66613,R,R,R
N66740,R,R,R
N66964,R,R,R
N67651,R,R,R
N68593,R,R,R
N68868,R,R,R
S100175,R,R,R
S100746,R,R,R
S78727,R,R,R
S82190,R,R,R
S82582,R,R,R
S84231,R,R,R
S91977,R,R,R
S92379,R,R,R
S92695,R,R,R
S92794,R,R,R
S94370,R,R,R
S94742,R,R,R
S94769,R,R,R
S94844,R,R,R
S95711,R,R,R
S96014,R,R,R
S96073,R,R,R
S96334,R,R,R
S96785,R,R,R
S97087,R,R,R
S97111,R,R,R
S97154,R,R,R
S97301,R,R,R
S97311,R,R,R
S97603,R,R,R
S97739,R,R,R
S97818,R,R,R
S98434,R,R,R
S98528,R,R,R
S99033,R,R,R
C17343,R,R,R
C17577,R,R,R
N52509,R,R,R
N52519,R,R,R
N52521,R,R,R
N52527,R,R,R
N52553,R,R,R
N52612,R,R,R
N52627,R,R,R
N52655,R,R,R
N52683,R,R,R
N52705,R,R,R
N52759,R,R,R
N53026,R,R,R
N53237,R,R,R
N53350,R,R,R
N53407,R,R,R
N53422,R,R,R
N53478,R,R,R
N53542,R,R,R
N53547,R,R,R
N53556,R,R,R
N53633,R,R,R
N53634,R,R,R
N53644,R,R,R
N53790,R,R,R
N53797,R,R,R
N53857,R,R,R
N53935,R,R,R
N54296,R,R,R
N54596,R,R,R
N54597,R,R,R
N54851,R,R,R
N55107,R,R,R
N55211,R,R,R
N55821,R,R,R
N55833,R,R,R
N56151,R,R,R
N56433,R,R,R
N56517,R,R,R
N56535,R,R,R
N56613,R,R,R
N56787,R,R,R
N56798,R,R,R
N56808,R,R,R
N56826,R,R,R
N56952,R,R,R
N57013,R,R,R
N57117,R,R,R
N57142,R,R,R
N57650,R,R,R
N57840,R,R,R
N58016,R,R,R
N58049,R,R,R
N58406,R,R,R
N58407,R,R,R
N58451,R,R,R
N58532,R,R,R
N58539,R,R,R
N58540,R,R,R
N58627,R,R,R
N58734,R,R,R
N58853,R,R,R
N58883,R,R,R
N58894,R,R,R
N59017,R,R,R
N59155,R,R,R
N59378,R,R,R
N59656,R,R,R
N59778,R,R,R
N59783,R,R,R
N59845,R,R,R
N60020,R,R,R
N60031,R,R,R
N60079,R,R,R
N60086,R,R,R
N60102,R,R,R
N60104,R,R,R
N60105,R,R,R
N60111,R,R,R
N60149,R,R,R
N60209,R,R,R
N60228,R,R,R
N60235,R,R,R
N60336,R,R,R
N60396,R,R,R
N60590,R,R,R
N60662,R,R,R
N60695,R,R,R
N60741,R,R,R
N60844,R,R,R
N60951,R,R,R
N61096,R,R,R
N61173,R,R,R
N61177,R,R,R
N61265,R,R,R
N61386,R,R,R
N61417,R,R,R
N61420,R,R,R
N61425,R,R,R
N61436,R,R,R
N61531,R,R,R
N61634,R,R,R
N61660,R,R,R
N61701,R,R,R
N61707,R,R,R
N61818,R,R,R
N61832,R,R,R
N61898,R,R,R
N61944,R,R,R
N62003,R,R,R
N62070,R,R,R
N62085,R,R,R
N62313,R,R,R
N62338,R,R,R
N62489,R,R,R
N62619,R,R,R
N62766,R,R,R
N63108,R,R,R
N63158,R,R,R
N63294,R,R,R
N63295,R,R,R
N63315,R,R,R
N63344,R,R,R
N63601,R,R,R
N63712,R,R,R
N63916,R,R,R
N63919,R,R,R
N63979,R,R,R
N63980,R,R,R
N63984,R,R,R
N63986,R,R,R
N63993,R,R,R
N64104,R,R,R
N64116,R,R,R
N64176,R,R,R
N64261,R,R,R
N64264,R,R,R
N64270,R,R,R
N64278,R,R,R
N64281,R,R,R
N64300,R,R,R
N64309,R,R,R
N64378,R,R,R
N64386,R,R,R
N64415,R,R,R
N64418,R,R,R
N64419,R,R,R
N64442,R,R,R
N64451,R,R,R
N64576,R,R,R
N64752,R,R,R
N64778,R,R,R
N64779,R,R,R
N64955,R,R,R
N65012,R,R,R
N65016,R,R,R
N65036,R,R,R
N65038,R,R,R
N65040,R,R,R
N65042,R,R,R
N65065,R,R,R
N65268,R,R,R
N65283,R,R,R
N65359,R,R,R
N65363,R,R,R
N65370,R,R,R
N65488,R,R,R
N65546,R,R,R
N65553,R,R,R
N65721,R,R,R
N65779,R,R,R
N65914,R,R,R
N66027,R,R,R
N66072,R,R,R
N66422,R,R,R
N66554,R,R,R
N66578,R,R,R
N66862,R,R,R
N66875,R,R,R
N66912,R,R,R
N66914,R,R,R
N67049,R,R,R
N67052,R,R,R
N67071,R,R,R
N68007,R,R,R
N68012,R,R,R
N68288,R,R,R
N68431,R,R,R
N68695,R,R,R
S80767,R,R,R
S82483,R,R,R
S83127,R,R,R
S84075,R,R,R
S85095,R,R,R
S85683,R,R,R
S91004,R,R,R
S91011,R,R,R
S91087,R,R,R
S91215,R,R,R
S91769,R,R,R
S92311,R,R,R
S92486,R,R,R
S92592,R,R,R
S92637,R,R,R
S92788,R,R,R
S92938,R,R,R
S92944,R,R,R
S92947,R,R,R
S93406,R,R,R
S93759,R,R,R
S94535,R,R,R
S94784,R,R,R
S94992,R,R,R
S95513,R,R,R
S95627,R,R,R
S95802,R,R,R
S95975,R,R,R
S96068,R,R,R
S96076,R,R,R
S96125,R,R,R
S96357,R,R,R
S96390,R,R,R
S96551,R,R,R
S96653,R,R,R
S96665,R,R,R
S96670,R,R,R
S96719,R,R,R
S96824,R,R,R
S96928,R,R,R
S96970,R,R,R
S97055,R,R,R
S97056,R,R,R
S97057,R,R,R
S97076,R,R,R
S97080,R,R,R
S97090,R,R,R
S97121,R,R,R
S97239,R,R,R
S97260,R,R,R
S97261,R,R,R
S97284,R,R,R
S97290,R,R,R
S97314,R,R,R
S97367,R,R,R
S97374,R,R,R
S97376,R,R,R
S97523,R,R,R
S97535,R,R,R
S97571,R,R,R
S97619,R,R,R
S97634,R,R,R
S97644,R,R,R
S97670,R,R,R
S97710,R,R,R
S97711,R,R,R
S97712,R,R,R
S97778,R,R,R
S97880,R,R,R
S97893,R,R,R
S97910,R,R,R
S97922,R,R,R
S97962,R,R,R
S97969,R,R,R
S97980,R,R,R
S97985,R,R,R
S98026,R,R,R
S98075,R,R,R
S98088,R,R,R
S98191,R,R,R
S98269,R,R,R
S98270,R,R,R
S98311,R,R,R
S98379,R,R,R
S98394,R,R,R
S98479,R,R,R
S98482,R,R,R
S98529,R,R,R
S98604,R,R,R
S98605,R,R,R
S98606,R,R,R
S98618,R,R,R
S98665,R,R,R
S98712,R,R,R
S98818,R,R,R
S98872,R,R,R
S98874,R,R,R
S98943,R,R,R
S99009,R,R,R
S99051,R,R,R
S99055,R,R,R
S99317,R,R,R
S99416,R,R,R
S99509,R,R,R
S99908,R,R,R
V14137,R,R,R
N52674,R,R,R
N52723,R,R,R
N52735,R,R,R
N52745,R,R,R
N52756,R,R,R
N52860,R,R,R
N53007,R,R,R
N53120,R,R,R
N53150,R,R,R
N53255,R,R,R
N53300,R,R,R
N53340,R,R,R
N53611,R,R,R
N53861,R,R,R
N53927,R,R,R
N53928,R,R,R
N55106,R,R,R
N55119,R,R,R
N55548,R,R,R
N56119,R,R,R
N56492,R,R,R
N56663,R,R,R
N56698,R,R,R
N57707,R,R,R
N57978,R,R,R
N58040,R,R,R
N58621,R,R,R
N58827,R,R,R
N58846,R,R,R
N59648,R,R,R
N59935,R,R,R
N60033,R,R,R
N60424,R,R,R
N61010,R,R,R
N61470,R,R,R
N61478,R,R,R
N61780,R,R,R
N61895,R,R,R
N62113,R,R,R
N62265,R,R,R
N62344,R,R,R
N62494,R,R,R
N62521,R,R,R
N63716,R,R,R
N63850,R,R,R
N64126,R,R,R
N65486,R,R,R
N65559,R,R,R
N65783,R,R,R
N65821,R,R,R
N66149,R,R,R
N66441,R,R,R
N66877,R,R,R
N67099,R,R,R
N67193,R,R,R
N67334,R,R,R
N67410,R,R,R
N67623,R,R,R
N67712,R,R,R
N68238,R,R,R
N68829,R,R,R
N68906,R,R,R
N69154,R,R,R
S100523,R,R,R
S100725,R,R,R
S81935,R,R,R
S82183,R,R,R
S84984,R,R,R
S91243,R,R,R
S92164,R,R,R
S92384,R,R,R
S92485,R,R,R
S92740,R,R,R
S92748,R,R,R
S92798,R,R,R
S92862,R,R,R
S93010,R,R,R
S93684,R,R,R
S94338,R,R,R
S94425,R,R,R
S94509,R,R,R
S94951,R,R,R
S95217,R,R,R
S95252,R,R,R
S95256,R,R,R
S95678,R,R,R
S95729,R,R,R
S95755,R,R,R
S95800,R,R,R
S96093,R,R,R
S96240,R,R,R
S96415,R,R,R
S96782,R,R,R
S97011,R,R,R
S97162,R,R,R
S97225,R,R,R
S97808,R,R,R
S97913,R,R,R
S98331,R,R,R
S98486,R,R,R
S99587,R,R,R
V14359,R,R,R
N63882,R,R,R
N64226,R,R,R
N64544,R,R,R
N64594,R,R,R
N64839,R,R,R
N65475,R,R,R
N65736,R,R,R
N65800,R,R,R
N66345,R,R,R
N66459,R,R,R
N66488,R,R,R
N66520,R,R,R
N66643,R,R,R
N67362,R,R,R
N67613,R,R,R
N68206,R,R,R
N68612,R,R,R
N68691,R,R,R
N68830,R,R,R
S83609,R,R,R
S84549,R,R,R
S85880,R,R,R
S91237,R,R,R
S92056,R,R,R
S92423,R,R,R
S92480,R,R,R
S92591,R,R,R
S92595,R,R,R
S97730,R,R,R
S97903,R,R,R
S97906,R,R,R
S98436,R,R,R
S98881,R,R,R
N63816,R,R,R
N63833,R,R,R
N64047,R,R,R
N65770,R,R,R
N66059,R,R,R
N66692,R,R,R
N66703,R,R,R
N66761,R,R,R
N67050,R,R,R
N67238,R,R,R
N68196,R,R,R
N68642,R,R,R
N68676,R,R,R
N68801,R,R,R
S85886,R,R,R
S97904,R,R,R
S99618,R,R,R
N55192,R,R,R
N60677,R,R,R
N65786,R,R,R
